OrderID,OrderDate,CustomerKey,ProductKey,Quantity,Channel,PaymentMethod,DiscountPct,UnitSalePrice,OrderStatus,FulfillmentDays,BatchNumber
10115,2021-01-09,1816,17,1,Marketplace,Karta,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10117,2021-01-09,8171,0,1,Online,BLIK,0,0.0,Zrealizowane,3,BATCH-2021-000-001
10119,2021-01-09,3717,10,1,Marketplace,BLIK,0,5999.0,Zrealizowane,4,BATCH-2021-010-001
10120,2021-01-09,6857,11,1,Online,Przelew,0,3999.0,Zrealizowane,5,BATCH-2021-011-001
10121,2021-01-10,6241,10,1,Sklep,Raty,0,5999.0,Zrealizowane,0,BATCH-2021-010-001
10122,2021-01-10,4011,21,1,Marketplace,BLIK,0,249.0,Zrealizowane,4,BATCH-2021-021-001
10123,2021-01-10,5863,17,1,Online,BLIK,0,1299.0,Zrealizowane,9,BATCH-2021-017-001
10124,2021-01-10,3160,21,1,Online,BLIK,0,249.0,Zrealizowane,5,BATCH-2021-021-001
10125,2021-01-10,4116,16,1,Online,BLIK,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10128,2021-01-10,782,25,5,Online,Karta,0,799.0,Zrealizowane,5,BATCH-2021-025-001
10129,2021-01-10,8189,24,1,Online,BLIK,0,599.0,Zrealizowane,6,BATCH-2021-024-001
10130,2021-01-10,2578,0,1,Sklep,Karta,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10131,2021-01-11,1584,0,1,Marketplace,BLIK,0,0.0,Zrealizowane,5,BATCH-2021-000-001
10132,2021-01-11,3308,16,1,Sklep,Gotówka,0,999.0,Zrealizowane,0,BATCH-2021-016-001
10135,2021-01-11,PL828-11-15-283,15,198,Opiekun,Raty,7,1487.07,Zrealizowane,7,BATCH-2021-015-001
10136,2021-01-11,5933,24,1,Online,BLIK,0,599.0,Zrealizowane,3,BATCH-2021-024-001
10137,2021-01-11,9149,0,1,Online,Karta,0,0.0,Zrealizowane,4,BATCH-2021-000-001
10138,2021-01-11,4905,20,2,Online,BLIK,0,129.0,Zrealizowane,2,BATCH-2021-020-001
10139,2021-01-11,8043,0,2,Online,Karta,0,0.0,Zrealizowane,2,BATCH-2021-000-001
10140,2021-01-11,5515,22,10,Marketplace,Karta,2,489.02,Zrealizowane,5,BATCH-2021-022-001
10141,2021-01-11,5385,20,1,Online,BLIK,0,129.0,Zrealizowane,5,BATCH-2021-020-001
10143,2021-01-12,8933,15,1,Online,Raty,0,1599.0,Zrealizowane,3,BATCH-2021-015-001
10144,2021-01-12,1942,0,1,Online,Przelew,0,0.0,Zrealizowane,3,BATCH-2021-000-001
10145,2021-01-12,4463,17,1,Online,Przelew,0,1299.0,Zrealizowane,3,BATCH-2021-017-001
10146,2021-01-12,1189,20,1,Online,BLIK,0,129.0,Zrealizowane,2,BATCH-2021-020-001
10147,2021-01-12,6265,17,2,Online,BLIK,0,1299.0,Zrealizowane,1,BATCH-2021-017-001
10148,2021-01-12,3949,7,2,Online,Karta,0,5499.0,Zrealizowane,5,BATCH-2021-007-001
10149,2021-01-12,391,9,1,Marketplace,Pobranie,0,6999.0,Zrealizowane,3,BATCH-2021-009-001
10150,2021-01-13,504,21,1,Marketplace,BLIK,0,249.0,Zrealizowane,4,BATCH-2021-021-001
10151,2021-01-13,2596,7,1,Sklep,Karta,0,5499.0,Zrealizowane,0,BATCH-2021-007-001
10152,2021-01-13,5377,21,1,Marketplace,Pobranie,0,249.0,Zrealizowane,4,BATCH-2021-021-001
10153,2021-01-13,3717,9,6,Sklep,BLIK,2,6859.02,Zrealizowane,0,BATCH-2021-009-001
10154,2021-01-13,1330,7,1,Online,Raty,0,5499.0,Zrealizowane,3,BATCH-2021-007-001
10155,2021-01-13,9399,15,1,Sklep,Karta,0,1599.0,Zrealizowane,0,BATCH-2021-015-001
10156,2021-01-13,9812,21,1,Online,Karta,0,249.0,Zrealizowane,2,BATCH-2021-021-001
10157,2021-01-13,7244,26,6,Marketplace,Karta,2,1959.02,Zrealizowane,3,BATCH-2021-026-001
10158,2021-01-13,6231,20,1,Marketplace,Karta,0,129.0,Zrealizowane,5,BATCH-2021-020-001
10160,2021-01-13,8432,16,1,Marketplace,Karta,0,999.0,Zrealizowane,6,BATCH-2021-016-001
10161,2021-01-13,8681,10,3,Online,Karta,0,5999.0,Zrealizowane,5,BATCH-2021-010-001
10162,2021-01-13,6392,20,10,Online,Raty,2,126.42,Zrealizowane,1,BATCH-2021-020-001
10163,2021-01-13,7812,13,1,Online,Raty,0,5599.0,Zrealizowane,1,BATCH-2021-013-001
10164,2021-01-13,8545,26,1,Marketplace,BLIK,0,1999.0,Zrealizowane,3,BATCH-2021-026-001
10166,2021-01-14,1469,22,1,Marketplace,Przelew,0,499.0,Zrealizowane,3,BATCH-2021-022-001
10167,2021-01-14,8486,7,1,Online,BLIK,0,5499.0,Zrealizowane,4,BATCH-2021-007-001
10168,2021-01-14,9771,15,2,Marketplace,Karta,0,1599.0,Zrealizowane,3,BATCH-2021-015-001
10169,2021-01-14,3328,24,1,Marketplace,Pobranie,0,599.0,Zrealizowane,4,BATCH-2021-024-001
10171,2021-01-14,6578,18,1,Marketplace,Karta,0,149.0,Zrealizowane,7,BATCH-2021-018-001
10172,2021-01-14,6825,19,1,Sklep,BLIK,0,49.0,Zrealizowane,0,BATCH-2021-019-001
10173,2021-01-14,3563,19,1,Sklep,Gotówka,0,49.0,Zrealizowane,0,BATCH-2021-019-001
10174,2021-01-14,8513,0,1,Sklep,Gotówka,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10175,2021-01-14,3747,17,1,Online,Raty,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10176,2021-01-14,9451,17,1,Online,BLIK,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10177,2021-01-14,7902,15,1,Marketplace,Przelew,0,1599.0,Zrealizowane,2,BATCH-2021-015-001
10178,2021-01-14,1051,20,1,Online,BLIK,0,129.0,Zrealizowane,2,BATCH-2021-020-001
10179,2021-01-14,4847,25,1,Sklep,Karta,0,799.0,Zrealizowane,0,BATCH-2021-025-001
10181,2021-01-15,6659,7,1,Marketplace,PayPal,0,5499.0,Zrealizowane,3,BATCH-2021-007-001
10182,2021-01-15,5633,0,1,Marketplace,Karta,0,0.0,Zrealizowane,4,BATCH-2021-000-001
10186,2021-01-15,1165,0,1,Online,BLIK,0,0.0,Zrealizowane,5,BATCH-2021-000-001
10187,2021-01-15,4068,0,7,Online,Przelew,2,0.0,Zrealizowane,8,BATCH-2021-000-001
10188,2021-01-15,9092,20,1,Sklep,Raty,0,129.0,Zrealizowane,0,BATCH-2021-020-001
10189,2021-01-15,1998,17,1,Online,Raty,0,1299.0,Zrealizowane,1,BATCH-2021-017-001
10190,2021-01-15,2986,24,1,Marketplace,Karta,0,599.0,Zrealizowane,12,BATCH-2021-024-001
10192,2021-01-15,3746,21,1,Sklep,Karta,0,249.0,Zrealizowane,0,BATCH-2021-021-001
10193,2021-01-15,3633,21,1,Online,BLIK,0,249.0,Zrealizowane,3,BATCH-2021-021-001
10194,2021-01-15,5763,26,1,Online,Pobranie,0,1999.0,Zrealizowane,1,BATCH-2021-026-001
10195,2021-01-15,5333,25,1,Online,Pobranie,0,799.0,Zrealizowane,6,BATCH-2021-025-001
10196,2021-01-15,3927,20,4,Online,Przelew,0,129.0,Zrealizowane,2,BATCH-2021-020-001
10198,2021-01-15,6197,20,1,Marketplace,Karta,0,129.0,Zrealizowane,5,BATCH-2021-020-001
10199,2021-01-15,1924,0,1,Online,Raty,0,0.0,Zrealizowane,2,BATCH-2021-000-001
10200,2021-01-15,5945,17,1,Sklep,Karta,0,1299.0,Zrealizowane,0,BATCH-2021-017-001
10201,2021-01-16,8974,17,2,Online,Karta,0,1299.0,Zrealizowane,3,BATCH-2021-017-001
10202,2021-01-16,5867,21,1,Online,Karta,0,249.0,Zrealizowane,4,BATCH-2021-021-001
10204,2021-01-16,2627,0,1,Online,BLIK,0,0.0,Zrealizowane,1,BATCH-2021-000-001
10205,2021-01-16,2984,15,1,Online,BLIK,0,1599.0,Zrealizowane,1,BATCH-2021-015-001
10207,2021-01-16,5499,19,1,Marketplace,PayPal,0,49.0,Zrealizowane,7,BATCH-2021-019-001
10208,2021-01-16,5703,15,1,Sklep,Karta,0,1599.0,Zrealizowane,0,BATCH-2021-015-001
10209,2021-01-16,2828,15,1,Marketplace,Przelew,0,1599.0,Zrealizowane,3,BATCH-2021-015-001
10211,2021-01-16,3282,11,1,Online,Karta,0,3999.0,Zrealizowane,4,BATCH-2021-011-001
10212,2021-01-16,8344,10,1,Online,Karta,0,5999.0,Zwrócone,4,BATCH-2021-010-001
10213,2021-01-16,4198,24,14,Marketplace,Pobranie,2,587.02,Zrealizowane,3,BATCH-2021-024-001
10216,2021-01-16,2242,26,2,Online,BLIK,0,1999.0,Zrealizowane,3,BATCH-2021-026-001
10217,2021-01-16,6927,20,2,Online,Przelew,0,129.0,Zrealizowane,5,BATCH-2021-020-001
10218,2021-01-16,8914,16,2,Online,BLIK,0,999.0,Zrealizowane,5,BATCH-2021-016-001
10219,2021-01-16,5732,0,2,Online,Raty,0,0.0,Zrealizowane,1,BATCH-2021-000-001
10220,2021-01-16,1343,15,4,Online,BLIK,0,1599.0,Zrealizowane,1,BATCH-2021-015-001
10221,2021-01-16,8163,20,3,Online,BLIK,0,129.0,Zrealizowane,1,BATCH-2021-020-001
10222,2021-01-16,476,16,1,Online,Raty,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10223,2021-01-16,5505,16,1,Online,BLIK,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10225,2021-01-16,PL339-43-97-557,0,132,Online,Przelew,7,0.0,Zrealizowane,2,BATCH-2021-000-001
10226,2021-01-16,2237,15,1,Online,Przelew,0,1599.0,Zrealizowane,3,BATCH-2021-015-001
10227,2021-01-17,783,0,3,Marketplace,Karta,0,0.0,Zrealizowane,5,BATCH-2021-000-001
10228,2021-01-17,PL995-08-14-832,15,187,Opiekun,Karta,7,1487.07,Zrealizowane,12,BATCH-2021-015-001
10229,2021-01-17,115,17,1,Online,Karta,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10230,2021-01-17,1548,24,1,Marketplace,Pobranie,0,599.0,Zrealizowane,3,BATCH-2021-024-001
10231,2021-01-17,6,0,2,Sklep,BLIK,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10234,2021-01-17,1006,19,1,Online,BLIK,0,49.0,Zrealizowane,1,BATCH-2021-019-001
10235,2021-01-17,6701,0,1,Marketplace,Karta,0,0.0,Zrealizowane,2,BATCH-2021-000-001
10236,2021-01-17,6724,16,2,Sklep,Gotówka,0,999.0,Zrealizowane,0,BATCH-2021-016-001
10237,2021-01-18,PL702-28-48-801,13,59,Online,Przelew,4,5375.04,Zrealizowane,3,BATCH-2021-013-001
10238,2021-01-18,9808,11,3,Sklep,Gotówka,0,3999.0,Zrealizowane,0,BATCH-2021-011-001
10239,2021-01-18,4667,7,1,Online,BLIK,0,5499.0,Zrealizowane,3,BATCH-2021-007-001
10240,2021-01-18,9032,16,1,Online,Pobranie,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10242,2021-01-18,8299,10,1,Sklep,Raty,0,5999.0,Zrealizowane,0,BATCH-2021-010-001
10243,2021-01-18,218,20,1,Online,Pobranie,0,129.0,Zrealizowane,1,BATCH-2021-020-001
10244,2021-01-18,9839,17,2,Online,Karta,0,1299.0,Zrealizowane,3,BATCH-2021-017-001
10245,2021-01-18,1896,9,3,Online,BLIK,0,6999.0,Zrealizowane,1,BATCH-2021-009-001
10246,2021-01-18,4747,21,2,Online,BLIK,0,249.0,Zrealizowane,1,BATCH-2021-021-001
10247,2021-01-18,5010,16,1,Online,BLIK,0,999.0,Zrealizowane,8,BATCH-2021-016-001
10248,2021-01-19,2967,0,9,Sklep,Karta,2,0.0,Anulowane,0,BATCH-2021-000-001
10249,2021-01-19,7843,9,1,Sklep,Karta,0,6999.0,Zrealizowane,0,BATCH-2021-009-001
10250,2021-01-19,9171,26,1,Online,BLIK,0,1999.0,Zrealizowane,5,BATCH-2021-026-001
10251,2021-01-19,1522,9,1,Sklep,Gotówka,0,6999.0,Zrealizowane,0,BATCH-2021-009-001
10252,2021-01-19,2893,15,1,Online,BLIK,0,1599.0,Zrealizowane,2,BATCH-2021-015-001
10254,2021-01-19,645,21,1,Online,BLIK,0,249.0,Zrealizowane,1,BATCH-2021-021-001
10256,2021-01-19,8299,13,1,Online,Karta,0,5599.0,Zrealizowane,1,BATCH-2021-013-001
10258,2021-01-19,9947,22,1,Online,BLIK,0,499.0,Anulowane,0,BATCH-2021-022-001
10260,2021-01-20,6382,16,1,Online,BLIK,0,999.0,Zrealizowane,1,BATCH-2021-016-001
10261,2021-01-20,7066,0,1,Sklep,Gotówka,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10262,2021-01-20,3041,20,7,Online,BLIK,2,126.42,Zrealizowane,3,BATCH-2021-020-001
10264,2021-01-21,9044,25,1,Online,Karta,0,799.0,Zrealizowane,3,BATCH-2021-025-001
10265,2021-01-21,6439,17,1,Marketplace,Pobranie,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10266,2021-01-21,2795,0,2,Marketplace,BLIK,0,0.0,Zrealizowane,2,BATCH-2021-000-001
10267,2021-01-21,5287,17,2,Sklep,Gotówka,0,1299.0,Zrealizowane,0,BATCH-2021-017-001
10268,2021-01-21,5891,7,4,Marketplace,Karta,0,5499.0,Zrealizowane,2,BATCH-2021-007-001
10269,2021-01-21,PL720-72-20-496,0,76,Online,Raty,4,0.0,Zrealizowane,2,BATCH-2021-000-001
10270,2021-01-21,5839,17,1,Online,Przelew,0,1299.0,Zrealizowane,4,BATCH-2021-017-001
10271,2021-01-21,8146,11,1,Sklep,Gotówka,0,3999.0,Zrealizowane,0,BATCH-2021-011-001
10272,2021-01-21,3186,9,1,Marketplace,Karta,0,6999.0,Zrealizowane,4,BATCH-2021-009-001
10273,2021-01-21,753,20,1,Marketplace,Karta,0,129.0,Zrealizowane,4,BATCH-2021-020-001
10274,2021-01-21,154,22,1,Marketplace,Karta,0,499.0,Zrealizowane,7,BATCH-2021-022-001
10275,2021-01-21,9014,18,1,Marketplace,Karta,0,149.0,Zrealizowane,4,BATCH-2021-018-001
10276,2021-01-21,218,24,1,Online,Przelew,0,599.0,Zrealizowane,5,BATCH-2021-024-001
10277,2021-01-22,7063,0,1,Sklep,Karta,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10278,2021-01-22,PL497-34-33-710,15,116,Online,Karta,7,1487.07,Zrealizowane,3,BATCH-2021-015-001
10279,2021-01-22,6590,9,1,Sklep,Gotówka,0,6999.0,Zrealizowane,0,BATCH-2021-009-001
10280,2021-01-22,1527,11,1,Marketplace,BLIK,0,3999.0,Zrealizowane,2,BATCH-2021-011-001
10281,2021-01-22,3308,0,1,Sklep,Karta,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10284,2021-01-22,162,24,1,Marketplace,Karta,0,599.0,Anulowane,0,BATCH-2021-024-001
10285,2021-01-22,8635,16,1,Marketplace,Pobranie,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10287,2021-01-22,4413,0,4,Online,Raty,0,0.0,Zrealizowane,3,BATCH-2021-000-001
10288,2021-01-22,8843,17,1,Marketplace,BLIK,0,1299.0,Zrealizowane,2,BATCH-2021-017-001
10289,2021-01-22,4442,13,1,Sklep,Gotówka,0,5599.0,Zrealizowane,0,BATCH-2021-013-001
10291,2021-01-22,1351,15,5,Online,Raty,0,1599.0,Zrealizowane,1,BATCH-2021-015-001
10292,2021-01-22,625,0,1,Sklep,Raty,0,0.0,Anulowane,0,BATCH-2021-000-001
10293,2021-01-23,6048,22,1,Marketplace,Przelew,0,499.0,Zrealizowane,12,BATCH-2021-022-001
10294,2021-01-23,4581,24,1,Marketplace,BLIK,0,599.0,Zrealizowane,3,BATCH-2021-024-001
10295,2021-01-23,1412,25,1,Online,Karta,0,799.0,Zrealizowane,4,BATCH-2021-025-001
10297,2021-01-23,3674,18,1,Online,Karta,0,149.0,Zrealizowane,8,BATCH-2021-018-001
10298,2021-01-23,7222,0,4,Sklep,Gotówka,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10299,2021-01-23,2058,0,1,Sklep,Karta,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10300,2021-01-23,8316,25,1,Online,BLIK,0,799.0,Zrealizowane,3,BATCH-2021-025-001
10301,2021-01-23,4468,21,1,Online,Karta,0,249.0,Zrealizowane,1,BATCH-2021-021-001
10302,2021-01-23,3787,13,1,Online,Raty,0,5599.0,Zrealizowane,6,BATCH-2021-013-001
10303,2021-01-23,1560,19,1,Marketplace,Karta,0,49.0,Zrealizowane,5,BATCH-2021-019-001
10306,2021-01-23,2599,22,1,Sklep,Karta,0,499.0,Zrealizowane,0,BATCH-2021-022-001
10307,2021-01-23,1768,16,1,Online,Przelew,0,999.0,Zrealizowane,2,BATCH-2021-016-001
10308,2021-01-23,5940,7,2,Online,Przelew,0,5499.0,Zrealizowane,2,BATCH-2021-007-001
10309,2021-01-23,9000,16,2,Online,Przelew,0,999.0,Zrealizowane,1,BATCH-2021-016-001
10310,2021-01-23,5188,13,3,Sklep,Karta,0,5599.0,Zrealizowane,0,BATCH-2021-013-001
10311,2021-01-23,1439,9,3,Online,Raty,0,6999.0,Zrealizowane,1,BATCH-2021-009-001
10312,2021-01-24,8494,0,1,Online,BLIK,0,0.0,Zwrócone,1,BATCH-2021-000-001
10314,2021-01-24,3756,15,1,Sklep,Karta,0,1599.0,Zrealizowane,0,BATCH-2021-015-001
10316,2021-01-24,3266,0,1,Online,BLIK,0,0.0,Zrealizowane,3,BATCH-2021-000-001
10317,2021-01-24,9803,7,1,Online,Raty,0,5499.0,Zrealizowane,9,BATCH-2021-007-001
10319,2021-01-24,4165,18,1,Online,BLIK,0,149.0,Zrealizowane,3,BATCH-2021-018-001
10320,2021-01-25,3437,26,1,Sklep,BLIK,0,1999.0,Zrealizowane,0,BATCH-2021-026-001
10321,2021-01-25,2552,0,5,Online,Raty,0,0.0,Zrealizowane,5,BATCH-2021-000-001
10322,2021-01-25,2449,10,2,Online,Raty,0,5999.0,Zrealizowane,2,BATCH-2021-010-001
10324,2021-01-25,3074,0,1,Sklep,Karta,0,0.0,Zrealizowane,0,BATCH-2021-000-001
10325,2021-01-25,6091,10,2,Online,Karta,0,5999.0,Zrealizowane,1,BATCH-2021-010-001
10327,2021-01-25,753,11,1,Marketplace,Pobranie,0,3999.0,Zrealizowane,2,BATCH-2021-011-001
